FBpp_ID,id,Protein_symbol
FBpp0306875,16742,CG44085-PC
FBpp0306876,16743,CG44085-PD
FBpp0306877,16744,CG44085-PH
FBpp0306878,16745,CG44085-PF
FBpp0306879,16746,CG44085-PG
FBpp0306880,16747,CG44085-PM
FBpp0306881,16748,CG44085-PI
FBpp0306882,16749,CG44085-PJ
FBpp0306885,16750,CG44085-PN
FBpp0306886,16751,CG44085-PO
FBpp0306887,16752,CG44085-PP
FBpp0306870,16753,RapGAP1-PD
FBpp0306871,16754,RapGAP1-PE
FBpp0306872,16755,RapGAP1-PF
FBpp0306873,16756,RapGAP1-PH
FBpp0306926,16757,CG44088-PA
FBpp0306951,16758,CG44090-PA
FBpp0306973,16759,CG44094-PA
FBpp0306977,16760,CG44098-PB
FBpp0306978,16761,CG44098-PC
FBpp0306979,16762,CG44098-PD
FBpp0306983,16763,pHCl-1-PI
FBpp0306984,16764,pHCl-1-PH
FBpp0306985,16765,pHCl-1-PC
FBpp0306986,16766,pHCl-1-PD
FBpp0306987,16767,pHCl-1-PE
FBpp0306988,16768,pHCl-1-PF
FBpp0306989,16769,pHCl-1-PG
FBpp0306990,16770,pHCl-1-PJ
FBpp0306991,16771,pHCl-1-PK
FBpp0306992,16772,pHCl-1-PL
FBpp0306993,16773,pHCl-1-PM
FBpp0306994,16774,pHCl-1-PN
FBpp0306995,16775,pHCl-1-PO
FBpp0306996,16776,pHCl-1-PP
FBpp0423159,16777,pHCl-1-PS
FBpp0423160,16778,pHCl-1-PT
FBpp0423161,16779,pHCl-1-PU
FBpp0311857,16780,CG44102-PB
FBpp0311858,16781,CG44102-PC
FBpp0078984,16782,Sumo-PA
FBpp0307168,16783,Piezo-PE
FBpp0307169,16784,Piezo-PF
FBpp0307170,16785,Piezo-PG
FBpp0307171,16786,Piezo-PH
FBpp0307172,16787,Piezo-PI
FBpp0307173,16788,Piezo-PJ
FBpp0307174,16789,Piezo-PK
FBpp0307175,16790,Piezo-PL
FBpp0307176,16791,Piezo-PM
FBpp0312564,16792,Piezo-PO
FBpp0312565,16793,Piezo-PP
FBpp0307179,16794,fd3F-PC
FBpp0423184,16795,fd3F-PD
FBpp0307254,16796,Src42A-PA
FBpp0307255,16797,Src42A-PB
FBpp0309006,16798,Pcf11-PF
FBpp0309007,16799,Pcf11-PG
FBpp0290728,16800,Pcf11-PB
FBpp0291319,16801,Pcf11-PC
FBpp0291500,16802,Pcf11-PD
FBpp0291716,16803,Pcf11-PE
FBpp0071154,16804,Nrg-PA
FBpp0071155,16805,Nrg-PB
FBpp0297081,16806,Nrg-PG
FBpp0077461,16807,Slh-PC
FBpp0077431,16808,CG4267-PA
FBpp0307440,16809,CG44139-PA
FBpp0307444,16810,CG44140-PA
FBpp0307445,16811,CG44141-PA
FBpp0307438,16812,CG44142-PA
FBpp0307473,16813,ppk18-PA
FBpp0307477,16814,CG44153-PA
FBpp0307480,16815,koi-PA
FBpp0307481,16816,koi-PB
FBpp0307483,16817,koi-PD
FBpp0307484,16818,koi-PE
FBpp0111472,16819,Np-PA
FBpp0307573,16820,CG44158-PA
FBpp0307576,16821,Irk1-PB
FBpp0307577,16822,Irk1-PE
FBpp0307578,16823,Irk1-PD
FBpp0307579,16824,Irk1-PC
FBpp0307580,16825,Irk1-PF
FBpp0307627,16826,Strn-Mlck-PG
FBpp0307628,16827,Strn-Mlck-PB
FBpp0307629,16828,Strn-Mlck-PJ
FBpp0307630,16829,Strn-Mlck-PM
FBpp0307631,16830,Strn-Mlck-PN
FBpp0307632,16831,Strn-Mlck-PR
FBpp0307633,16832,Strn-Mlck-PS
FBpp0307634,16833,Strn-Mlck-PT
FBpp0307635,16834,Strn-Mlck-PU
FBpp0307636,16835,Strn-Mlck-PV
FBpp0307622,16836,CG44163-PA
FBpp0422977,16837,FDY-PD
FBpp0082643,16838,cv-d-PA
FBpp0307659,16839,St3-PA
FBpp0307660,16840,St3-PB
FBpp0307661,16841,St3-PC
FBpp0307778,16842,Cdep-PE
FBpp0307779,16843,Cdep-PC
FBpp0307780,16844,Cdep-PF
FBpp0307781,16845,Cdep-PG
FBpp0307783,16846,CG44194-PA
FBpp0307811,16847,CG44195-PA
FBpp0423325,16848,CG44198-PB
FBpp0076424,16849,eIF4E3-PA
FBpp0081351,16850,Sgt1-PA
FBpp0076386,16851,Oseg1-PA
FBpp0085523,16852,Spn42Da-PB
FBpp0085524,16853,Spn42Da-PA
FBpp0089189,16854,Spn42Da-PD
FBpp0089190,16855,Spn42Da-PE
FBpp0089192,16856,Spn42Da-PG
FBpp0089193,16857,Spn42Da-PH
FBpp0089207,16858,Spn42Da-PI
FBpp0089208,16859,Spn42Da-PJ
FBpp0077566,16860,Gr22c-PA
FBpp0113007,16861,Gr2a-PB
FBpp0289461,16862,Gr2a-PC
FBpp0290713,16863,Meltrin-PC
FBpp0290714,16864,Meltrin-PD
FBpp0308217,16865,PIG-V-PA
FBpp0308229,16866,CG44242-PA
FBpp0308230,16867,CG44242-PB
FBpp0308231,16868,CG44243-PA
FBpp0308239,16869,CG44245-PA
FBpp0308240,16870,CG44245-PB
FBpp0308242,16871,CG44247-PA
FBpp0308248,16872,CG44249-PA
FBpp0308249,16873,CG44250-PB
FBpp0308250,16874,CG44250-PC
FBpp0308251,16875,CG44251-PA
FBpp0308252,16876,CG44251-PB
FBpp0308254,16877,Fatp2-PD
FBpp0308255,16878,Fatp2-PB
FBpp0308256,16879,CG44253-PA
FBpp0308258,16880,sud1-PA
FBpp0308257,16881,PIG-S-PC
FBpp0308233,16882,Gyg-PB
FBpp0308234,16883,Gyg-PE
FBpp0308235,16884,Gyg-PD
FBpp0308236,16885,Gyg-PG
FBpp0308237,16886,Gyg-PH
FBpp0308238,16887,Gyg-PI
FBpp0308244,16888,Snp-PD
FBpp0308245,16889,Snp-PE
FBpp0308241,16890,Atf-2-PA
FBpp0308220,16891,Trpm-PA
FBpp0308221,16892,Trpm-PB
FBpp0308222,16893,Trpm-PD
FBpp0308223,16894,Trpm-PE
FBpp0308224,16895,Trpm-PF
FBpp0308225,16896,Trpm-PG
FBpp0308226,16897,Trpm-PH
FBpp0308227,16898,Trpm-PI
FBpp0308228,16899,Trpm-PJ
FBpp0308317,16900,CG44261-PA
FBpp0308345,16901,CG44271-PA
FBpp0080010,16902,Vha68-1-PA
FBpp0292021,16903,CG42688-PA
FBpp0290352,16904,CG17097-PB
FBpp0071014,16905,CG32727-PA
FBpp0297242,16906,CG13639-PA
FBpp0074166,16907,CG18258-PA
FBpp0289326,16908,CG18234-PC
FBpp0077160,16909,CG15425-PA
FBpp0081901,16910,CG14717-PA
FBpp0086831,16911,CG30060-PA
FBpp0084719,16912,Inx3-PA
FBpp0082007,16913,l(3)neo38-PA
FBpp0110176,16914,l(3)neo38-PB
FBpp0293716,16915,l(3)neo38-PD
FBpp0297925,16916,l(3)neo38-PF
FBpp0297926,16917,l(3)neo38-PG
FBpp0303203,16918,l(3)neo38-PL
FBpp0288825,16919,Dscam2-PI
FBpp0288824,16920,Dscam2-PH
FBpp0288823,16921,Dscam2-PG
FBpp0288827,16922,Dscam2-PK
FBpp0288821,16923,Dscam2-PE
FBpp0291334,16924,Dscam2-PM
FBpp0288826,16925,Dscam2-PJ
FBpp0288822,16926,Dscam2-PF
FBpp0291333,16927,Dscam2-PL
FBpp0303367,16928,Dscam2-PN
FBpp0303368,16929,Dscam2-PO
FBpp0303369,16930,Dscam2-PP
FBpp0308278,16931,Dscam2-PQ
FBpp0308279,16932,Dscam2-PR
FBpp0312398,16933,Dscam2-PS
FBpp0085917,16934,pAbp-PA
FBpp0088837,16935,SC35-PA
FBpp0088838,16936,SC35-PB
FBpp0308427,16937,CG44290-PA
FBpp0308503,16938,COX7CL-PA
FBpp0081352,16939,nac-PA
FBpp0309389,16940,tn-PD
FBpp0309390,16941,tn-PE
FBpp0309391,16942,tn-PF
FBpp0085757,16943,tn-PA
FBpp0113114,16944,tn-PC
FBpp0308574,16945,CG44303-PA
FBpp0308654,16946,CG44314-PA
FBpp0308719,16947,CG44325-PA
FBpp0308720,16948,CG44325-PB
FBpp0308721,16949,CG44325-PC
FBpp0309314,16950,CG44325-PD
FBpp0308759,16951,Neto-PA
FBpp0308760,16952,Neto-PB
FBpp0308761,16953,CG44329-PA
FBpp0308782,16954,CG44335-PA
FBpp0308793,16955,CG44341-PA
FBpp0308847,16956,CG44355-PA
FBpp0071136,16957,Traf6-PA
FBpp0308958,16958,CG44362-PA
FBpp0086144,16959,mbl-PB
FBpp0086143,16960,mbl-PA
FBpp0086146,16961,mbl-PD
FBpp0297556,16962,mbl-PH
FBpp0297558,16963,mbl-PJ
FBpp0297559,16964,mbl-PK
FBpp0297561,16965,mbl-PM
FBpp0301759,16966,mbl-PN
FBpp0301760,16967,mbl-PO
FBpp0302029,16968,mbl-PP
FBpp0307871,16969,mbl-PR
FBpp0307872,16970,mbl-PS
FBpp0307873,16971,mbl-PT
FBpp0428308,16972,mbl-PU
FBpp0428309,16973,mbl-PV
FBpp0428310,16974,mbl-PW
FBpp0428311,16975,mbl-PX
FBpp0428312,16976,mbl-PY
FBpp0087458,16977,mlt-PA
FBpp0305906,16978,Smr-PD
FBpp0305909,16979,Smr-PG
FBpp0309112,16980,CG44385-PA
FBpp0072468,16981,Cdc5-PA
FBpp0309178,16982,yin-PD
FBpp0309179,16983,yin-PA
FBpp0309180,16984,yin-PB
FBpp0309181,16985,yin-PC
FBpp0309190,16986,CG44403-PA
FBpp0309210,16987,CG44405-PA
FBpp0309212,16988,CG44406-PA
FBpp0309294,16989,CG44422-PA
FBpp0309295,16990,CG44422-PB
FBpp0309296,16991,CG44422-PC
FBpp0309297,16992,CG44422-PD
FBpp0309298,16993,CG44422-PE
FBpp0309299,16994,CG44422-PF
FBpp0309308,16995,rad-PI
FBpp0309309,16996,rad-PJ
FBpp0309310,16997,rad-PK
FBpp0309311,16998,rad-PL
FBpp0309312,16999,rad-PM
FBpp0309313,17000,rad-PN
FBpp0309321,17001,Bx-PF
FBpp0309322,17002,Bx-PA
FBpp0309323,17003,Bx-PB
FBpp0309325,17004,Bx-PD
FBpp0086392,17005,Ric-PA
FBpp0083336,17006,Prosalpha4T1-PA
FBpp0292391,17007,beat-IIIa-PD
FBpp0309376,17008,CG44426-PA
FBpp0086906,17009,Su(z)2-PA
FBpp0303463,17010,Su(z)2-PC
FBpp0309421,17011,CG44433-PA
FBpp0309422,17012,CG44434-PA
FBpp0309423,17013,CG44435-PA
FBpp0309426,17014,CG44437-PA
FBpp0309424,17015,sno-PA
FBpp0309425,17016,sno-PB
FBpp0309433,17017,CG44438-PA
FBpp0309461,17018,CG44475-PA
FBpp0309466,17019,CG44476-PA
FBpp0309508,17020,CG44521-PA
FBpp0309510,17021,CG44532-PA
FBpp0309513,17022,Nna1-PA
FBpp0309514,17023,Nna1-PB
FBpp0309515,17024,Nna1-PC
FBpp0309516,17025,Nna1-PD
FBpp0309517,17026,Nna1-PE
FBpp0309519,17027,Nna1-PG
FBpp0309520,17028,Nna1-PH
FBpp0309521,17029,Nna1-PI
FBpp0309522,17030,Nna1-PJ
FBpp0112491,17031,zyd-PA
FBpp0112492,17032,zyd-PD
FBpp0290355,17033,zyd-PE
FBpp0290356,17034,zyd-PF
FBpp0309173,17035,zyd-PG
FBpp0078879,17036,PDZ-GEF-PA
FBpp0289315,17037,PDZ-GEF-PB
FBpp0289316,17038,PDZ-GEF-PC
FBpp0074327,17039,CrebB-PG
FBpp0074329,17040,CrebB-PF
FBpp0111792,17041,CrebB-PJ
FBpp0300552,17042,CrebB-PM
FBpp0402805,17043,CrebB-PQ
FBpp0428193,17044,CrebB-PR
FBpp0309573,17045,CG44622-PA
FBpp0309575,17046,CG44623-PA
FBpp0423213,17047,CG44666-PB
FBpp0085526,17048,coro-PA
FBpp0307637,17049,coro-PD
FBpp0307638,17050,coro-PE
FBpp0309720,17051,rdgC-PB
FBpp0309721,17052,rdgC-PF
FBpp0423099,17053,rdgC-PI
FBpp0290353,17054,Tfb5-PB
FBpp0086624,17055,ttv-PA
FBpp0305368,17056,ttv-PC
FBpp0423167,17057,ttv-PD
FBpp0352243,17058,Zasp52-PX
FBpp0352244,17059,Zasp52-PY
FBpp0302945,17060,Zasp52-PQ
FBpp0302946,17061,Zasp52-PR
FBpp0302947,17062,Zasp52-PS
FBpp0302948,17063,Zasp52-PT
FBpp0302949,17064,Zasp52-PU
FBpp0086449,17065,Zasp52-PC
FBpp0099800,17066,Zasp52-PE
FBpp0099801,17067,Zasp52-PF
FBpp0110340,17068,Zasp52-PG
FBpp0290528,17069,Zasp52-PI
FBpp0291373,17070,Zasp52-PK
FBpp0301784,17071,Zasp52-PL
FBpp0301785,17072,Zasp52-PM
FBpp0301786,17073,Zasp52-PN
FBpp0302943,17074,Zasp52-PO
FBpp0302944,17075,Zasp52-PP
FBpp0302950,17076,Zasp52-PV
FBpp0309588,17077,Zasp52-PW
FBpp0428217,17078,Zasp52-PAA
FBpp0289020,17079,Doa-PJ
FBpp0289021,17080,Doa-PK
FBpp0289022,17081,Doa-PL
FBpp0289025,17082,Doa-PR
FBpp0289026,17083,Doa-PS
FBpp0289029,17084,Doa-PP
FBpp0289031,17085,Doa-PM
FBpp0300822,17086,Doa-PX
FBpp0300823,17087,Doa-PY
FBpp0300824,17088,Doa-PZ
FBpp0428182,17089,Doa-PAB
FBpp0309834,17090,CG44774-PA
FBpp0309836,17091,CG44774-PC
FBpp0294054,17092,rudhira-PB
FBpp0294055,17093,rudhira-PC
FBpp0428278,17094,rudhira-PG
FBpp0310029,17095,CG44815-PA
FBpp0082833,17096,Patr-1-PA
FBpp0082495,17097,GlyS-PB
FBpp0082496,17098,GlyS-PA
FBpp0072167,17099,ocm-PA
FBpp0291295,17100,Fhos-PA
FBpp0291296,17101,Fhos-PB
FBpp0291739,17102,Fhos-PD
FBpp0291740,17103,Fhos-PE
FBpp0297585,17104,Fhos-PF
FBpp0297586,17105,Fhos-PG
FBpp0297587,17106,Fhos-PH
FBpp0306020,17107,Fhos-PI
FBpp0310994,17108,rg-PL
FBpp0310995,17109,rg-PM
FBpp0310996,17110,rg-PN
FBpp0310997,17111,rg-PO
FBpp0310998,17112,rg-PP
FBpp0310999,17113,rg-PQ
FBpp0311009,17114,rg-PR
FBpp0310151,17115,CG44836-PE
FBpp0310152,17116,CG44836-PF
FBpp0310153,17117,CG44837-PB
FBpp0310154,17118,CG44837-PC
FBpp0310155,17119,CG44837-PD
FBpp0310156,17120,CG44838-PD
FBpp0310160,17121,CG44838-PE
FBpp0087015,17122,ana3-PA
FBpp0076190,17123,ghi-PA
FBpp0072359,17124,lov-PB
FBpp0303264,17125,lov-PE
FBpp0291486,17126,Gyc76C-PA
FBpp0084833,17127,Dop1R2-PA
FBpp0084834,17128,Dop1R2-PB
FBpp0303325,17129,Dop1R2-PC
FBpp0310290,17130,CG44869-PA
FBpp0310312,17131,pre-mod(mdg4)-C-PB
FBpp0310313,17132,pre-mod(mdg4)-AB-PA
FBpp0310310,17133,pre-mod(mdg4)-E-PA
FBpp0310314,17134,pre-mod(mdg4)-K-PA
FBpp0310315,17135,pre-mod(mdg4)-L-PA
FBpp0310316,17136,pre-mod(mdg4)-P-PA
FBpp0310319,17137,pre-mod(mdg4)-J-PA
FBpp0310317,17138,pre-mod(mdg4)-I-PA
FBpp0310318,17139,pre-mod(mdg4)-B-PA
FBpp0088416,17140,Vamp7-PA
FBpp0310356,17141,Tgs1-PB
FBpp0310417,17142,CG44954-PA
FBpp0085208,17143,FeCH-PA
FBpp0085209,17144,FeCH-PC
FBpp0085210,17145,FeCH-PB
FBpp0083958,17146,jnj-PA
FBpp0070284,17147,Ns3-PA
FBpp0071592,17148,CngB-PA
FBpp0309732,17149,CngB-PB
FBpp0289395,17150,nAChRalpha4-PC
FBpp0300649,17151,nAChRalpha4-PD
FBpp0300650,17152,nAChRalpha4-PE
FBpp0305094,17153,nAChRalpha4-PG
FBpp0312320,17154,nAChRalpha4-PH
FBpp0310521,17155,CG45002-PJ
FBpp0310522,17156,CG45002-PD
FBpp0310523,17157,CG45002-PE
FBpp0310524,17158,CG45002-PF
FBpp0310525,17159,CG45002-PG
FBpp0310527,17160,CG45002-PI
FBpp0310540,17161,CG45011-PA
FBpp0310542,17162,CG45012-PA
FBpp0080968,17163,Mtp-PA
FBpp0310588,17164,Pde8-PC
FBpp0310589,17165,Pde8-PD
FBpp0310590,17166,Pde8-PE
FBpp0310591,17167,Pde8-PB
FBpp0310592,17168,Pde8-PA
FBpp0310593,17169,Pde8-PN
FBpp0310596,17170,Pde8-PO
FBpp0428313,17171,Pde8-PP
FBpp0428314,17172,Pde8-PQ
FBpp0428315,17173,Pde8-PR
FBpp0310731,17174,CG45049-PD
FBpp0310732,17175,CG45049-PB
FBpp0310740,17176,CG45050-PB
FBpp0310742,17177,CG45050-PH
FBpp0310746,17178,sima-PC
FBpp0310747,17179,sima-PA
FBpp0310748,17180,sima-PB
FBpp0310749,17181,sima-PD
FBpp0310766,17182,ringer-PA
FBpp0310772,17183,wake-PB
FBpp0310773,17184,wake-PC
FBpp0310774,17185,wake-PD
FBpp0310776,17186,wake-PG
FBpp0310777,17187,wake-PH
FBpp0085947,17188,Ote-PA
FBpp0073380,17189,RPA3-PA
FBpp0070550,17190,AstA-R1-PB
FBpp0310792,17191,CG45060-PA
FBpp0310791,17192,CG45061-PA
FBpp0310794,17193,CG45062-PA
FBpp0310793,17194,CG45063-PA
FBpp0310797,17195,CG45064-PA
FBpp0310796,17196,CG45065-PA
FBpp0310799,17197,CG45066-PA
FBpp0402781,17198,CG45067-PB
FBpp0310802,17199,PIG-Z-PA
FBpp0310800,17200,CG45069-PA
FBpp0310805,17201,CG45071-PA
FBpp0310806,17202,CG45071-PB
FBpp0310808,17203,CG45072-PB
FBpp0310807,17204,CG45073-PA
FBpp0310811,17205,CG45075-PA
FBpp0310812,17206,CG45076-PA
FBpp0310813,17207,CG45076-PE
FBpp0310817,17208,CG45078-PA
FBpp0078823,17209,Kr-h2-PA
FBpp0310809,17210,Kr-h1-PA
FBpp0310810,17211,Kr-h1-PB
FBpp0310816,17212,fau-PA
FBpp0310803,17213,CTPsyn-PA
FBpp0310804,17214,CTPsyn-PB
FBpp0310822,17215,CG45079-PA
FBpp0310823,17216,CG45080-PA
FBpp0310828,17217,CG45081-PA
FBpp0082346,17218,Nsf2-PA
FBpp0082840,17219,GckIII-PA
FBpp0310886,17220,CG45089-PA
FBpp0085479,17221,Dpit47-PA
FBpp0078827,17222,stai-PC
FBpp0078828,17223,stai-PB
FBpp0078829,17224,stai-PA
FBpp0293447,17225,stai-PD
FBpp0310912,17226,CG45092-PD
FBpp0310944,17227,CG45095-PA
FBpp0310953,17228,CG45101-PA
FBpp0077803,17229,kis-PA
FBpp0077804,17230,kis-PB
FBpp0289115,17231,kis-PC
FBpp0300573,17232,kis-PD
FBpp0300574,17233,kis-PE
FBpp0300575,17234,kis-PF
FBpp0311011,17235,CG45105-PB
FBpp0311012,17236,CG45105-PC
FBpp0311013,17237,CG45105-PD
FBpp0311014,17238,CG45105-PE
FBpp0311016,17239,CG45105-PF
FBpp0311441,17240,CG45105-PH
FBpp0311442,17241,CG45105-PI
FBpp0288846,17242,CG42259-PA
FBpp0070616,17243,NO66-PB
FBpp0070093,17244,ebo-PA
FBpp0308528,17245,ebo-PB
FBpp0308529,17246,ebo-PC
FBpp0311073,17247,tau-PA
FBpp0311075,17248,tau-PC
FBpp0311076,17249,tau-PE
FBpp0311077,17250,tau-PF
FBpp0311078,17251,tau-PG
FBpp0311079,17252,tau-PH
FBpp0311080,17253,tau-PI
FBpp0311081,17254,tau-PJ
FBpp0311082,17255,tau-PK
FBpp0311084,17256,tau-PM
FBpp0312546,17257,tau-PN
FBpp0428263,17258,tau-PO
FBpp0085380,17259,Gp210-PA
FBpp0083573,17260,pit-PA
FBpp0072975,17261,ND-30-PA
FBpp0311135,17262,CG45116-PA
FBpp0290434,17263,Kmn2-PA
FBpp0302612,17264,Kmn2-PD
FBpp0082516,17265,Hsc70-4-PA
FBpp0311146,17266,CG45122-PA
FBpp0311903,17267,CG45154-PB
FBpp0079031,17268,Sem1-PA
FBpp0076339,17269,Exo70-PA
FBpp0084350,17270,Exo84-PA
FBpp0084351,17271,Exo84-PB
FBpp0074993,17272,Sec3-PA
FBpp0077208,17273,Sec5-PA
FBpp0085888,17274,Sec6-PA
FBpp0078326,17275,Sec8-PA
FBpp0083932,17276,Sec10-PA
FBpp0083436,17277,Sec15-PA
FBpp0311310,17278,Svil-PV
FBpp0311311,17279,Svil-PN
FBpp0311312,17280,Svil-PL
FBpp0311314,17281,Svil-PG
FBpp0311315,17282,Svil-PH
FBpp0311316,17283,Svil-PJ
FBpp0311317,17284,Svil-PK
FBpp0311318,17285,Svil-PE
FBpp0311319,17286,Svil-PF
FBpp0311320,17287,Svil-PC
FBpp0311321,17288,Svil-PA
FBpp0311322,17289,Svil-PO
FBpp0311323,17290,Svil-PP
FBpp0311326,17291,Svil-PS
FBpp0311328,17292,Svil-PU
FBpp0311329,17293,Svil-PW
FBpp0311330,17294,Svil-PX
FBpp0311331,17295,Svil-PY
FBpp0311333,17296,Svil-PAA
FBpp0311334,17297,Svil-PAB
FBpp0311335,17298,Svil-PAC
FBpp0311336,17299,Svil-PAD
FBpp0311337,17300,Svil-PAE
FBpp0311338,17301,Svil-PAF
FBpp0311339,17302,Svil-PAG
FBpp0086454,17303,Cep89-PA
FBpp0075628,17304,Zmynd10-PA
FBpp0073758,17305,hog-PA
FBpp0085724,17306,EloC-PA
FBpp0081717,17307,Bruce-PA
FBpp0304070,17308,Bruce-PB
FBpp0304071,17309,Bruce-PC
FBpp0304072,17310,Bruce-PD
FBpp0304073,17311,Bruce-PE
FBpp0292144,17312,stac-PC
FBpp0292145,17313,stac-PD
FBpp0306572,17314,stac-PE
FBpp0081641,17315,Snap24-PA
FBpp0081673,17316,gammaSnap2-PA
FBpp0082570,17317,Trs33-PA
FBpp0086599,17318,Trs31-PA
FBpp0075246,17319,Trs20-PA
FBpp0306400,17320,btsz-PB
FBpp0306401,17321,btsz-PC
FBpp0306402,17322,btsz-PD
FBpp0306403,17323,btsz-PE
FBpp0306404,17324,btsz-PF
FBpp0306405,17325,btsz-PG
FBpp0306406,17326,btsz-PH
FBpp0306407,17327,btsz-PI
FBpp0271793,17328,mfr-PB
FBpp0271794,17329,mfr-PC
FBpp0271795,17330,mfr-PD
FBpp0271796,17331,mfr-PE
FBpp0271797,17332,mfr-PF
FBpp0271798,17333,mfr-PI
FBpp0271799,17334,mfr-PJ
FBpp0084031,17335,Esyt2-PA
FBpp0084032,17336,Esyt2-PB
FBpp0297166,17337,Esyt2-PC
FBpp0306444,17338,Esyt2-PD
FBpp0312337,17339,CG45263-PF
FBpp0312338,17340,CG45263-PG
FBpp0311575,17341,CG45263-PB
FBpp0311576,17342,CG45263-PC
FBpp0311577,17343,CG45263-PD
FBpp0311578,17344,CG45263-PE
FBpp0423289,17345,CG45273-PB
FBpp0077060,17346,wap-PA
FBpp0088911,17347,Cenp-C-PA
FBpp0308429,17348,Cenp-C-PB
FBpp0082817,17349,Sf3a1-PA
FBpp0072874,17350,CG32486-PD
FBpp0311809,17351,CG45413-PA
FBpp0312443,17352,CG45428-PA
FBpp0289136,17353,Ten-a-PD
FBpp0289137,17354,Ten-a-PE
FBpp0311958,17355,Ten-a-PO
FBpp0289438,17356,Ten-a-PG
FBpp0300542,17357,Ten-a-PL
FBpp0293221,17358,unc-104-PF
FBpp0293222,17359,unc-104-PG
FBpp0303038,17360,unc-104-PH
FBpp0086227,17361,unc-104-PD
FBpp0112000,17362,unc-104-PB
FBpp0112002,17363,unc-104-PE
FBpp0312423,17364,unc-104-PI
FBpp0311881,17365,mamo-PH
FBpp0311883,17366,mamo-PD
FBpp0311884,17367,mamo-PF
FBpp0311886,17368,mamo-PC
FBpp0311902,17369,CG45486-PA
FBpp0311901,17370,CG45487-PA
FBpp0311900,17371,CG45488-PA
FBpp0311899,17372,CG45489-PA
FBpp0311898,17373,CG45490-PA
FBpp0311897,17374,CG45491-PA
FBpp0311896,17375,CG45492-PA
FBpp0311895,17376,CG45493-PA
FBpp0311894,17377,CG45494-PA
FBpp0312014,17378,CG45544-PA
FBpp0312017,17379,CG45546-PA
FBpp0312040,17380,CG45603-PA
FBpp0079395,17381,Ggamma30A-PA
FBpp0307603,17382,Ggamma30A-PI
FBpp0312039,17383,Ggamma30A-PJ
FBpp0071308,17384,CG32700-PA
FBpp0079102,17385,Ntl-PA
FBpp0079103,17386,Ntl-PB
FBpp0079611,17387,KdelR-PA
FBpp0113074,17388,Glut4EF-PD
FBpp0111489,17389,Glut4EF-PB
FBpp0113075,17390,Glut4EF-PE
FBpp0111488,17391,Glut4EF-PA
FBpp0113073,17392,Glut4EF-PC
FBpp0305838,17393,Glut4EF-PG
FBpp0288912,17394,rn-PC
FBpp0288914,17395,rn-PF
FBpp0289745,17396,rn-PE
FBpp0303173,17397,rn-PG
FBpp0083967,17398,p38c-PA
FBpp0099829,17399,squ-PA
FBpp0076111,17400,LanB2-PA
FBpp0297987,17401,Pi4KIIIalpha-PC
FBpp0303977,17402,Pi4KIIIalpha-PD
FBpp0085754,17403,Topors-PA
FBpp0312297,17404,JYalpha-PB
FBpp0079651,17405,l(2)SH0834-PA
FBpp0084615,17406,mil-PA
FBpp0081768,17407,SelR-PB
FBpp0081769,17408,SelR-PA
FBpp0081771,17409,SelR-PC
FBpp0081772,17410,SelR-PE
FBpp0271853,17411,SelR-PG
FBpp0271854,17412,SelR-PH
FBpp0297596,17413,SelR-PJ
FBpp0100138,17414,sau-PA
FBpp0082303,17415,Ubc87F-PA
FBpp0074058,17416,Ubc7-PA
FBpp0083610,17417,PyK-PB
FBpp0083611,17418,PyK-PA
FBpp0075315,17419,dop-PA
FBpp0288749,17420,Yeti-PA
FBpp0082608,17421,AOX1-PA
FBpp0312347,17422,CG45764-PA
FBpp0312348,17423,CG45765-PA
FBpp0312349,17424,CG45766-PA
FBpp0312352,17425,CG45770-PA
FBpp0312361,17426,DIP-lambda-PA
FBpp0312363,17427,lovit-PA
FBpp0401450,17428,Pzl-PE
FBpp0352251,17429,Myo81F-PB
FBpp0312366,17430,kl-3-PC
FBpp0312367,17431,kl-5-PC
FBpp0085139,17432,chp-PA
FBpp0303133,17433,chp-PC
FBpp0303134,17434,chp-PD
FBpp0307393,17435,chp-PE
FBpp0307394,17436,chp-PF
FBpp0312450,17437,WDY-PC
FBpp0080614,17438,Ptp36E-PA
FBpp0072600,17439,Ptp61F-PC
FBpp0072601,17440,Ptp61F-PB
FBpp0072602,17441,Ptp61F-PA
FBpp0072603,17442,Ptp61F-PD
FBpp0079165,17443,Mcr-PA
FBpp0312368,17444,PRY-PA
FBpp0312346,17445,Mst77Y-4-PA
FBpp0312353,17446,Mst77Y-13-PA
FBpp0312350,17447,Mst77Y-7-PA
FBpp0312351,17448,Mst77Y-9-PA
FBpp0312563,17449,CCY-PB
FBpp0312472,17450,pre-mod(mdg4)-G-PA
FBpp0312471,17451,pre-mod(mdg4)-H-PA
FBpp0312469,17452,pre-mod(mdg4)-AA-PA
FBpp0312468,17453,pre-mod(mdg4)-O-PA
FBpp0312467,17454,pre-mod(mdg4)-N-PA
FBpp0312499,17455,CG46025-PA
FBpp0312500,17456,CG46025-PB
FBpp0312501,17457,CG46025-PD
FBpp0423260,17458,CG46025-PE
FBpp0081212,17459,Pak-PA
FBpp0306607,17460,Pak-PF
FBpp0423284,17461,CG46042-PC
FBpp0312523,17462,CG46059-PA
FBpp0087134,17463,otk2-PA
FBpp0081601,17464,rump-PA
FBpp0293226,17465,rump-PB
FBpp0085537,17466,HnRNP-K-PB
