FBpp_ID,id,Protein_symbol
FBpp0089365,17467,HnRNP-K-PA
FBpp0089363,17468,HnRNP-K-PC
FBpp0089364,17469,HnRNP-K-PD
FBpp0290974,17470,HnRNP-K-PE
FBpp0087772,17471,rgr-PA
FBpp0308449,17472,rgr-PC
FBpp0075517,17473,Frl-PA
FBpp0075518,17474,Frl-PB
FBpp0113065,17475,Frl-PC
FBpp0306179,17476,Frl-PD
FBpp0312604,17477,Tmc-PC
FBpp0312605,17478,Tmc-PD
FBpp0079598,17479,da-PA
FBpp0423185,17480,da-PD
FBpp0071816,17481,Gmer-PA
FBpp0312548,17482,PRAS40-PA
FBpp0312554,17483,Fatp1-PA
FBpp0312556,17484,Fatp1-PF
FBpp0078007,17485,Syx7-PA
FBpp0112552,17486,Maf1-PA
FBpp0312571,17487,CG46191-PA
FBpp0312570,17488,CG46192-PA
FBpp0312569,17489,CG46193-PA
FBpp0074067,17490,CanA-14F-PA
FBpp0074259,17491,corolla-PA
FBpp0309488,17492,corolla-PB
FBpp0077489,17493,Der-1-PA
FBpp0083159,17494,vib-PA
FBpp0301765,17495,vib-PB
FBpp0112504,17496,Tim23-PA
FBpp0073890,17497,mh-PA
FBpp0085394,17498,ap-PA
FBpp0085395,17499,ap-PB
FBpp0289731,17500,ap-PC
FBpp0076507,17501,ltl-PA
FBpp0079461,17502,zf30C-PA
FBpp0083235,17503,CG4836-PA
FBpp0083236,17504,CG4836-PB
FBpp0083237,17505,CG4836-PC
FBpp0271766,17506,CG4836-PD
FBpp0271767,17507,CG4836-PE
FBpp0089009,17508,AsnS-PA
FBpp0085217,17509,betaGlu-PA
FBpp0083086,17510,VAChT-PA
FBpp0086720,17511,PheRS-m-PA
FBpp0081564,17512,dmt-PA
FBpp0088319,17513,Dsp1-PA
FBpp0089257,17514,Dsp1-PD
FBpp0089258,17515,Dsp1-PE
FBpp0288398,17516,Dsp1-PF
FBpp0077343,17517,FASN1-PA
FBpp0307371,17518,FASN1-PC
FBpp0401440,17519,SdicA-PA
FBpp0401439,17520,SdicB-PA
FBpp0401438,17521,SdicC-PA
FBpp0291497,17522,PPO1-PA
FBpp0401442,17523,CG46280-PA
FBpp0401444,17524,CG46281-PA
FBpp0401448,17525,solo-PA
FBpp0401445,17526,vas-PA
FBpp0088085,17527,Glo1-PA
FBpp0070252,17528,br-PE
FBpp0070253,17529,br-PB
FBpp0070255,17530,br-PA
FBpp0070256,17531,br-PG
FBpp0289658,17532,br-PJ
FBpp0303432,17533,br-PP
FBpp0428199,17534,br-PR
FBpp0072935,17535,Drs-PA
FBpp0292263,17536,PolD3-PB
FBpp0083434,17537,slmb-PA
FBpp0303082,17538,slmb-PB
FBpp0074278,17539,Vps4-PA
FBpp0074294,17540,wupA-PA
FBpp0074295,17541,wupA-PB
FBpp0074296,17542,wupA-PC
FBpp0074297,17543,wupA-PD
FBpp0074298,17544,wupA-PG
FBpp0300555,17545,wupA-PH
FBpp0300556,17546,wupA-PI
FBpp0300557,17547,wupA-PJ
FBpp0307835,17548,wupA-PK
FBpp0076820,17549,S6k-PA
FBpp0074405,17550,S6KL-PA
FBpp0298027,17551,S6KL-PB
FBpp0298028,17552,S6KL-PC
FBpp0074283,17553,Dhc16F-PA
FBpp0082724,17554,SF2-PA
FBpp0079462,17555,und-PA
FBpp0078050,17556,Alp1-PA
FBpp0304205,17557,Alp1-PB
FBpp0071695,17558,Alp2-PA
FBpp0072072,17559,Ak2-PA
FBpp0083519,17560,InR-PA
FBpp0072546,17561,Sac1-PA
FBpp0401556,17562,Neurl4-PA
FBpp0296981,17563,nw-PA
FBpp0296982,17564,nw-PB
FBpp0296983,17565,nw-PC
FBpp0296985,17566,nw-PE
FBpp0072112,17567,Phm-PA
FBpp0087473,17568,Pal1-PA
FBpp0308509,17569,Pal1-PC
FBpp0309831,17570,lola-PAA
FBpp0088951,17571,lola-PX
FBpp0088381,17572,lola-PG
FBpp0088382,17573,lola-PF
FBpp0088395,17574,lola-PO
FBpp0088394,17575,lola-PJ
FBpp0088386,17576,lola-PL
FBpp0088948,17577,lola-PY
FBpp0088389,17578,lola-PP
FBpp0088387,17579,lola-PK
FBpp0088390,17580,lola-PQ
FBpp0088393,17581,lola-PT
FBpp0088378,17582,lola-PA
FBpp0088396,17583,lola-PM
FBpp0088380,17584,lola-PH
FBpp0088383,17585,lola-PD
FBpp0088950,17586,lola-PW
FBpp0088949,17587,lola-PV
FBpp0088377,17588,lola-PB
FBpp0099680,17589,lola-PZ
FBpp0077624,17590,l(2)10685-PA
FBpp0289611,17591,Duox-PB
FBpp0078350,17592,Vha26-PA
FBpp0083214,17593,Vha13-PA
FBpp0070464,17594,vilya-PA
FBpp0401594,17595,CG46298-PA
FBpp0075265,17596,elgi-PA
FBpp0401604,17597,CG46301-PD
FBpp0401605,17598,CG46301-PE
FBpp0401606,17599,CG46301-PC
FBpp0401607,17600,CG46301-PF
FBpp0077802,17601,Rpp30-PA
FBpp0111592,17602,Tlk-PB
FBpp0288854,17603,Tlk-PE
FBpp0288855,17604,Tlk-PF
FBpp0288856,17605,Tlk-PG
FBpp0288858,17606,Tlk-PI
FBpp0099673,17607,Tlk-PC
FBpp0305893,17608,Tlk-PK
FBpp0305894,17609,Tlk-PL
FBpp0428136,17610,Tlk-PO
FBpp0079072,17611,muc-PB
FBpp0079073,17612,muc-PA
FBpp0304794,17613,muc-PC
FBpp0304795,17614,muc-PD
FBpp0304796,17615,muc-PE
FBpp0080286,17616,THG-PA
FBpp0072086,17617,Rap2l-PA
FBpp0309992,17618,Rap2l-PC
FBpp0079803,17619,Osi21-PA
FBpp0310583,17620,IP3K2-PC
FBpp0310584,17621,IP3K2-PA
FBpp0311961,17622,IP3K2-PG
FBpp0075139,17623,Tcs3-PA
FBpp0079818,17624,Ge-1-PA
FBpp0073492,17625,LIMK1-PA
FBpp0073493,17626,LIMK1-PC
FBpp0073494,17627,LIMK1-PD
FBpp0291045,17628,LIMK1-PF
FBpp0072899,17629,Girdin-PA
FBpp0072900,17630,Girdin-PB
FBpp0304407,17631,Girdin-PC
FBpp0304408,17632,Girdin-PD
FBpp0304409,17633,Girdin-PE
FBpp0085303,17634,CG31600-PA
FBpp0310414,17635,CG31600-PB
FBpp0291794,17636,prage-PB
FBpp0291795,17637,prage-PD
FBpp0291797,17638,prage-PA
FBpp0291798,17639,prage-PE
FBpp0402851,17640,CG46302-PA
FBpp0402852,17641,CG46303-PA
FBpp0079060,17642,wg-PA
FBpp0080825,17643,Top2-PA
FBpp0075784,17644,Sema5c-PA
FBpp0289568,17645,Sema5c-PB
FBpp0402877,17646,CG46311-PA
FBpp0402878,17647,CG46312-PA
FBpp0402886,17648,CG46319-PA
FBpp0402889,17649,CG46320-PA
FBpp0402892,17650,CG46321-PA
FBpp0085720,17651,betaTub56D-PB
FBpp0085721,17652,betaTub56D-PA
FBpp0294007,17653,l(2)k05911-PC
FBpp0087142,17654,eEF1alpha1-PA
FBpp0085359,17655,l(2)k09848-PA
FBpp0077708,17656,ds-PA
FBpp0080446,17657,Cyt-c-p-PA
FBpp0085446,17658,Adf1-PA
FBpp0089262,17659,Adf1-PC
FBpp0303284,17660,Adf1-PE
FBpp0113107,17661,l(2)05287-PB
FBpp0072254,17662,Letm1-PA
FBpp0077251,17663,LeuRS-PA
FBpp0086416,17664,Impbeta11-PA
FBpp0078831,17665,Arpc4-PA
FBpp0080637,17666,bsf-PA
FBpp0085903,17667,Ttd14-PA
FBpp0112272,17668,Ttd14-PB
FBpp0112273,17669,Ttd14-PC
FBpp0309642,17670,trol-PAF
FBpp0309643,17671,trol-PAG
FBpp0309644,17672,trol-PAH
FBpp0309645,17673,trol-PAI
FBpp0309646,17674,trol-PAK
FBpp0309647,17675,trol-PAL
FBpp0309648,17676,trol-PAM
FBpp0309649,17677,trol-PAN
FBpp0309650,17678,trol-PAO
FBpp0309651,17679,trol-PAP
FBpp0309652,17680,trol-PAQ
FBpp0309653,17681,trol-PAR
FBpp0309654,17682,trol-PAS
FBpp0309655,17683,trol-PAT
FBpp0309656,17684,trol-PAU
FBpp0309657,17685,trol-PAV
FBpp0309658,17686,trol-PAW
FBpp0309659,17687,trol-PAX
FBpp0309660,17688,trol-PAY
FBpp0309661,17689,trol-PAZ
FBpp0309662,17690,trol-PBA
FBpp0423412,17691,trol-PBB
FBpp0428090,17692,trol-PBC
FBpp0077850,17693,Psn-PA
FBpp0077851,17694,Psn-PB
FBpp0113009,17695,Psn-PC
FBpp0099481,17696,tyn-PA
FBpp0087764,17697,CCT8-PA
FBpp0070729,17698,Mcm3-PA
FBpp0309417,17699,Mcm3-PB
FBpp0289113,17700,ddbt-PB
FBpp0297745,17701,ddbt-PD
FBpp0074029,17702,disco-r-PA
FBpp0087469,17703,tea-PB
FBpp0290141,17704,tea-PC
FBpp0290142,17705,tea-PD
FBpp0290143,17706,tea-PE
FBpp0075520,17707,btl-PA
FBpp0070584,17708,VhaAC39-1-PA
FBpp0081459,17709,Vps16A-PA
FBpp0084126,17710,mah-PA
FBpp0082380,17711,red-PB
FBpp0082382,17712,red-PA
FBpp0085945,17713,sbb-PC
FBpp0290762,17714,sbb-PD
FBpp0290764,17715,sbb-PF
FBpp0290765,17716,sbb-PG
FBpp0303032,17717,sbb-PJ
FBpp0082782,17718,Fas1-PA
FBpp0289313,17719,Fas1-PE
FBpp0289314,17720,Fas1-PF
FBpp0082784,17721,Fas1-PC
FBpp0082783,17722,Fas1-PB
FBpp0111715,17723,Fas1-PD
FBpp0305873,17724,Fas1-PG
FBpp0073272,17725,Imp-PD
FBpp0290623,17726,Imp-PJ
FBpp0073276,17727,Imp-PA
FBpp0293679,17728,Imp-PK
FBpp0293680,17729,Imp-PL
FBpp0083503,17730,Rab1-PA
FBpp0086272,17731,knon-PA
FBpp0292721,17732,para-PBB
FBpp0292686,17733,para-PS
FBpp0074073,17734,para-PA
FBpp0292706,17735,para-PAM
FBpp0292716,17736,para-PAW
FBpp0110321,17737,para-PB
FBpp0292680,17738,para-PM
FBpp0292685,17739,para-PR
FBpp0292707,17740,para-PAN
FBpp0292695,17741,para-PAB
FBpp0292693,17742,para-PZ
FBpp0292691,17743,para-PX
FBpp0292703,17744,para-PAJ
FBpp0292688,17745,para-PU
FBpp0292690,17746,para-PW
FBpp0292699,17747,para-PAF
FBpp0292678,17748,para-PK
FBpp0292677,17749,para-PJ
FBpp0292702,17750,para-PAI
FBpp0110322,17751,para-PC
FBpp0292723,17752,para-PBD
FBpp0292714,17753,para-PAU
FBpp0292709,17754,para-PAP
FBpp0292682,17755,para-PO
FBpp0292713,17756,para-PAT
FBpp0292683,17757,para-PP
FBpp0292674,17758,para-PG
FBpp0292676,17759,para-PI
FBpp0292724,17760,para-PBE
FBpp0292701,17761,para-PAH
FBpp0288560,17762,para-PD
FBpp0292681,17763,para-PN
FBpp0292705,17764,para-PAL
FBpp0292684,17765,para-PQ
FBpp0292711,17766,para-PAR
FBpp0292673,17767,para-PF
FBpp0292722,17768,para-PBC
FBpp0292692,17769,para-PY
FBpp0292717,17770,para-PAX
FBpp0292698,17771,para-PAE
FBpp0292715,17772,para-PAV
FBpp0292712,17773,para-PAS
FBpp0292687,17774,para-PT
FBpp0292689,17775,para-PV
FBpp0292720,17776,para-PBA
FBpp0303597,17777,para-PBF
FBpp0292718,17778,para-PAY
FBpp0292697,17779,para-PAD
FBpp0292672,17780,para-PE
FBpp0292708,17781,para-PAO
FBpp0292719,17782,para-PAZ
FBpp0292679,17783,para-PL
FBpp0292700,17784,para-PAG
FBpp0292710,17785,para-PAQ
FBpp0292694,17786,para-PAA
FBpp0292704,17787,para-PAK
FBpp0311217,17788,para-PBH
FBpp0074500,17789,RpS10b-PB
FBpp0077142,17790,RpL27A-PA
FBpp0087608,17791,RpL31-PA
FBpp0072312,17792,RpL19-PA
FBpp0075138,17793,mRpS34-PA
FBpp0072082,17794,eEF5-PA
FBpp0073996,17795,caz-PB
FBpp0307000,17796,caz-PC
FBpp0307001,17797,caz-PD
FBpp0307002,17798,caz-PE
FBpp0111542,17799,cv-c-PC
FBpp0111543,17800,cv-c-PA
FBpp0100046,17801,Fuca-PB
FBpp0422655,17802,CG46338-PA
FBpp0422656,17803,CG46338-PB
FBpp0422657,17804,CG46338-PC
FBpp0422658,17805,CG46339-PA
FBpp0422659,17806,CG46339-PB
FBpp0422660,17807,CG46339-PC
FBpp0422661,17808,CG46339-PD
FBpp0077066,17809,CG32500-PA
FBpp0079289,17810,prg-PA
FBpp0080257,17811,Rnmt-PA
FBpp0076686,17812,Rexo5-PA
FBpp0086117,17813,cnk-PA
FBpp0082614,17814,AdamTS-A-PB
FBpp0306691,17815,AdamTS-A-PC
FBpp0308490,17816,AdamTS-A-PE
FBpp0082071,17817,DNAlig3-PA
FBpp0079118,17818,LKRSDH-PA
FBpp0083984,17819,shps-PA
FBpp0289196,17820,stw-PA
FBpp0289198,17821,stw-PD
FBpp0289199,17822,stw-PE
FBpp0290285,17823,stw-PF
FBpp0307245,17824,stw-PG
FBpp0081492,17825,ich-PA
FBpp0075612,17826,RpS12-PB
FBpp0070914,17827,Fum1-PA
FBpp0070915,17828,Fum1-PB
FBpp0081609,17829,Mpi-PA
FBpp0082100,17830,vrs-PA
FBpp0074019,17831,Had1-PA
FBpp0085341,17832,Pld-PA
FBpp0112984,17833,Pld-PF
FBpp0307592,17834,Pld-PG
FBpp0081414,17835,aqz-PA
FBpp0072906,17836,gry-PB
FBpp0080168,17837,hll-PA
FBpp0423118,17838,CG46383-PA
FBpp0423177,17839,CG46385-PA
FBpp0423178,17840,CG46385-PB
FBpp0423179,17841,CG46385-PC
FBpp0423181,17842,CG46385-PE
FBpp0423182,17843,CG46385-PF
FBpp0080554,17844,cass-PA
FBpp0271892,17845,flz-PB
FBpp0271893,17846,flz-PC
FBpp0308413,17847,flz-PD
FBpp0087472,17848,Etf-QO-PA
FBpp0087479,17849,TER94-PA
FBpp0111818,17850,TER94-PC
FBpp0111819,17851,TER94-PD
FBpp0310395,17852,TER94-PE
FBpp0086501,17853,scb-PB
FBpp0086502,17854,scb-PA
FBpp0079443,17855,hoip-PA
FBpp0088033,17856,Orc1-PA
FBpp0423199,17857,xmas-PA
FBpp0423200,17858,xmas-PB
FBpp0423201,17859,xmas-PC
FBpp0086515,17860,SRPK-PA
FBpp0086517,17861,SRPK-PC
FBpp0303478,17862,SRPK-PD
FBpp0428157,17863,SRPK-PE
FBpp0075401,17864,Pdi-PA
FBpp0083103,17865,dind-PA
FBpp0423227,17866,CG46388-PA
FBpp0083009,17867,naz-PA
FBpp0423261,17868,CG46394-PA
FBpp0423263,17869,CG46396-PA
FBpp0423265,17870,CG46398-PA
FBpp0078925,17871,Tango1-PA
FBpp0310403,17872,Tango1-PD
FBpp0423291,17873,CG46427-PA
FBpp0423297,17874,CG46428-PB
FBpp0423413,17875,CG46428-PC
FBpp0423317,17876,CG46430-PA
FBpp0423395,17877,Osi10a-PA
FBpp0423396,17878,Osi10b-PA
FBpp0423397,17879,CG46439-PA
FBpp0423399,17880,Iyd-PB
FBpp0112471,17881,l(3)80Fj-PA
FBpp0306953,17882,l(3)80Fj-PG
FBpp0112541,17883,l(3)80Fg-PA
FBpp0297101,17884,FASN3-PC
FBpp0112384,17885,nvd-PA
FBpp0112473,17886,scro-PB
FBpp0112474,17887,scro-PA
FBpp0112475,17888,scro-PC
FBpp0308955,17889,scro-PF
FBpp0110438,17890,mRpS5-PA
FBpp0079833,17891,Cog8-PA
FBpp0112410,17892,Gfat1-PA
FBpp0112413,17893,Gfat1-PF
FBpp0112415,17894,Gfat1-PD
FBpp0112417,17895,Gfat1-PH
FBpp0291986,17896,Gfat1-PJ
FBpp0291987,17897,Gfat1-PK
FBpp0291988,17898,Gfat1-PL
FBpp0291989,17899,Gfat1-PM
FBpp0423418,17900,CG46440-PA
FBpp0423417,17901,CG46441-PA
FBpp0423420,17902,CG46442-PA
FBpp0423419,17903,CG46443-PA
FBpp0082728,17904,bor-PA
FBpp0077108,17905,slf-PA
FBpp0075575,17906,Nplp2-PA
FBpp0312403,17907,Nplp2-PC
FBpp0073312,17908,Pa1-PA
FBpp0289123,17909,Camta-PB
FBpp0289124,17910,Camta-PD
FBpp0289125,17911,Camta-PE
FBpp0289754,17912,Camta-PF
FBpp0290980,17913,Camta-PG
FBpp0308472,17914,Camta-PH
FBpp0308473,17915,Camta-PI
FBpp0077872,17916,Pss-PA
FBpp0303956,17917,Pss-PB
FBpp0428194,17918,CG46457-PA
FBpp0428197,17919,CG46459-PA
FBpp0428266,17920,CG46463-PA
FBpp0428268,17921,CG46465-PA
FBpp0428269,17922,CG46466-PA
FBpp0428273,17923,CG46467-PA
FBpp0079692,17924,dbf-PA
FBpp0428285,17925,CG46491-PD
FBpp0428286,17926,CG46491-PB
FBpp0076948,17927,ccb-PA
FBpp0078895,17928,KFase-PA
FBpp0075105,17929,mus302-PA
FBpp0079527,17930,Pen-PA
FBpp0289392,17931,Ca-beta-PG
FBpp0289763,17932,Ca-beta-PE
FBpp0297478,17933,Ca-beta-PJ
FBpp0301962,17934,Ca-beta-PL
FBpp0301963,17935,Ca-beta-PM
FBpp0301964,17936,Ca-beta-PN
FBpp0310210,17937,Ca-beta-PO
FBpp0310211,17938,Ca-beta-PP
FBpp0310212,17939,Ca-beta-PQ
FBpp0070922,17940,sov-PA
FBpp0085374,17941,Cndp2-PA
FBpp0311513,17942,Cndp2-PC
FBpp0080293,17943,esg-PA
FBpp0085616,17944,CG9143-PA
FBpp0085620,17945,18w-PA
FBpp0079490,17946,Datp-PA
FBpp0288470,17947,Vha44-PE
FBpp0086317,17948,Vha44-PA
FBpp0086319,17949,Vha44-PC
FBpp0289213,17950,Pkcdelta-PC
FBpp0309085,17951,Pkcdelta-PE
FBpp0072163,17952,speck-PA
FBpp0089101,17953,speck-PB
FBpp0301056,17954,Dhc1-PD
FBpp0301057,17955,Dhc1-PE
FBpp0301058,17956,Dhc1-PF
FBpp0310725,17957,Dhc1-PG
FBpp0086544,17958,hbs-PA
FBpp0086545,17959,hbs-PB
FBpp0072305,17960,zip-PB
FBpp0072306,17961,zip-PA
FBpp0099894,17962,zip-PC
FBpp0099896,17963,zip-PD
FBpp0291729,17964,zip-PF
FBpp0291731,17965,zip-PH
FBpp0297531,17966,zip-PI
FBpp0077813,17967,CG3164-PB
FBpp0077812,17968,CG3164-PA
FBpp0086586,17969,Cyp6a21-PA
FBpp0293022,17970,mv-PB
FBpp0292052,17971,L-PB
FBpp0292053,17972,L-PC
FBpp0086780,17973,BaraA2-PA
FBpp0074615,17974,Pex23-PA
FBpp0076184,17975,Cpsf5-PB
FBpp0110163,17976,Cpsf5-PC
FBpp0084409,17977,Yif1-PA
FBpp0084410,17978,Yif1-PB
FBpp0084411,17979,Yif1-PC
FBpp0072562,17980,Ctr9-PA
FBpp0072564,17981,Herc4-PA
FBpp0302692,17982,Herc4-PC
FBpp0072566,17983,Myo61F-PB
FBpp0072567,17984,Myo61F-PD
FBpp0072568,17985,Myo61F-PA
FBpp0072569,17986,ND-ACP-PA
FBpp0072570,17987,ND-ACP-PB
FBpp0304248,17988,ND-ACP-PC
FBpp0072572,17989,l(3)02640-PA
FBpp0072573,17990,CG9166-PA
FBpp0072574,17991,ru-PA
FBpp0308933,17992,CG32320-PD
FBpp0423088,17993,CG9168-PB
FBpp0072577,17994,FucTD-PA
FBpp0072578,17995,rho-PA
FBpp0072579,17996,robl62A-PA
FBpp0072587,17997,Iml1-PA
FBpp0072588,17998,Iml1-PB
FBpp0072589,17999,Iml1-PC
FBpp0305593,18000,Iml1-PD
FBpp0305594,18001,Iml1-PE
FBpp0072590,18002,cue-PA
FBpp0072593,18003,hfp-PA
FBpp0072594,18004,hfp-PB
FBpp0072595,18005,CG12084-PA
FBpp0304902,18006,CG12084-PB
FBpp0072596,18007,stet-PB
FBpp0072597,18008,stet-PA
FBpp0072598,18009,Naa30B-PA
FBpp0291002,18010,SA-2-PC
FBpp0072604,18011,CG9173-PA
FBpp0072605,18012,CG2199-PB
FBpp0072606,18013,CG2199-PA
FBpp0072607,18014,CG2211-PA
FBpp0072608,18015,msd5-PA
FBpp0072609,18016,CG9184-PA
FBpp0072610,18017,CG9184-PB
FBpp0072612,18018,sturkopf-PA
FBpp0072613,18019,Nt5a-PA
FBpp0311257,18020,Nt5a-PC
FBpp0072614,18021,Rac1-PA
FBpp0072615,18022,Psf1-PA
FBpp0088995,18023,CG32318-PA
FBpp0072616,18024,Klp61F-PA
FBpp0072617,18025,CG9192-PA
FBpp0072620,18026,pns-PC
FBpp0072618,18027,pns-PA
FBpp0072621,18028,Pcyt1-PA
FBpp0072625,18029,Pcyt2-PA
FBpp0072626,18030,Pex10-PA
FBpp0072627,18031,CG12003-PA
FBpp0072628,18032,CG12004-PA
FBpp0112035,18033,CG12004-PC
FBpp0072630,18034,CG13917-PA
FBpp0072637,18035,ABCB7-PA
FBpp0072638,18036,ABCB7-PB
FBpp0072640,18037,CG33230-PA
FBpp0072641,18038,Bgb-PA
FBpp0303213,18039,Bgb-PB
FBpp0072642,18040,CG13919-PA
FBpp0072643,18041,Bro-PA
FBpp0072644,18042,CG13920-PA
FBpp0072645,18043,CG7970-PA
FBpp0312396,18044,CG7970-PC
FBpp0072646,18045,CG7974-PA
FBpp0072647,18046,CG12011-PA
FBpp0292221,18047,CG7991-PB
FBpp0292222,18048,CG7991-PC
FBpp0072649,18049,CG12035-PA
FBpp0072654,18050,Gk2-PA
FBpp0072656,18051,CG13921-PB
FBpp0302743,18052,CG13921-PE
FBpp0292223,18053,CG13921-PC
FBpp0292224,18054,CG13921-PD
FBpp0423138,18055,CG13921-PG
FBpp0072657,18056,CG8001-PA
FBpp0289520,18057,CG8001-PB
FBpp0072658,18058,PolD2-PA
FBpp0072659,18059,mRpL46-PA
FBpp0072660,18060,Cdc37-PA
FBpp0072661,18061,CG12020-PA
FBpp0290839,18062,Patj-PA
FBpp0072667,18063,GV1-PA
FBpp0072668,18064,GV1-PB
FBpp0072669,18065,Cpr62Bb-PA
FBpp0288835,18066,Cpr62Ba-PB
FBpp0072671,18067,JTBR-PA
FBpp0072673,18068,dlt-PA
FBpp0072674,18069,CG2021-PA
FBpp0072675,18070,CG13933-PA
FBpp0305103,18071,CG13933-PB
FBpp0292225,18072,Dhc62B-PC
FBpp0072677,18073,Cht2-PA
FBpp0072678,18074,PIG-Wb-PA
FBpp0072679,18075,Oseg4-PA
FBpp0072681,18076,drpr-PB
FBpp0072680,18077,drpr-PA
FBpp0301579,18078,drpr-PC
FBpp0306203,18079,drpr-PD
FBpp0306204,18080,drpr-PE
FBpp0306205,18081,drpr-PF
FBpp0072682,18082,CG18171-PA
FBpp0072685,18083,CG13930-PA
FBpp0290743,18084,RabX5-PB
FBpp0072687,18085,RpL23A-PA
FBpp0072691,18086,Vta1-PA
FBpp0072692,18087,CG17249-PA
FBpp0072694,18088,alphaCOP-PA
FBpp0072695,18089,Mettl2-PA
FBpp0072696,18090,Mettl2-PB
FBpp0089251,18091,nSyb-PE
FBpp0072697,18092,nSyb-PA
FBpp0291516,18093,nSyb-PH
FBpp0303878,18094,nSyb-PJ
FBpp0303879,18095,nSyb-PK
FBpp0072701,18096,GC-PA
FBpp0072702,18097,CG13928-PA
FBpp0072703,18098,CG13926-PA
FBpp0072704,18099,CG12105-PA
FBpp0303880,18100,CG12105-PB
FBpp0072705,18101,CG12104-PA
FBpp0311128,18102,CG12104-PC
FBpp0072706,18103,CG7879-PA
FBpp0072709,18104,CG12099-PA
FBpp0072710,18105,CG32313-PA
FBpp0305590,18106,CG32313-PB
FBpp0305591,18107,CG32313-PC
FBpp0072711,18108,CG12091-PA
FBpp0072712,18109,CG12024-PA
FBpp0072713,18110,CG12024-PB
FBpp0292251,18111,CG12024-PC
FBpp0072714,18112,CG12025-PA
FBpp0289397,18113,CG13924-PB
FBpp0292252,18114,CG13924-PC
FBpp0072720,18115,Mfap1-PA
FBpp0072721,18116,Cnb-PA
FBpp0072722,18117,SCOT-PB
FBpp0072723,18118,SCOT-PA
FBpp0305622,18119,SCOT-PC
FBpp0072724,18120,CG1139-PA
FBpp0072731,18121,CG11815-PA
FBpp0072732,18122,CG1927-PA
FBpp0305624,18123,CG1927-PB
FBpp0072735,18124,mu2-PA
FBpp0072736,18125,mu2-PB
FBpp0290680,18126,mu2-PC
FBpp0072737,18127,CG5687-PA
FBpp0271769,18128,dsb-PD
FBpp0302681,18129,dsb-PF
FBpp0302682,18130,dsb-PG
FBpp0289938,18131,CG13937-PD
FBpp0289940,18132,CG13937-PF
FBpp0304915,18133,CG13937-PH
FBpp0072745,18134,HBS1-PA
FBpp0072746,18135,Rap1-PA
FBpp0289937,18136,CNMa-PB
FBpp0304918,18137,CNMa-PD
FBpp0072748,18138,Cpr62Bc-PA
FBpp0300549,18139,CG13810-PB
FBpp0072750,18140,CG8960-PA
FBpp0072751,18141,CG8960-PB
FBpp0304907,18142,Oseg2-PB
FBpp0072753,18143,ACXD-PA
FBpp0304908,18144,ACXD-PB
FBpp0290535,18145,CG32301-PB
FBpp0290536,18146,CG32301-PC
FBpp0304909,18147,CG32301-PD
FBpp0290537,18148,CG32305-PB
FBpp0072756,18149,CG2034-PA
FBpp0072757,18150,CG13807-PA
FBpp0072758,18151,CG13806-PA
FBpp0072759,18152,obst-I-PA
FBpp0072760,18153,CG32302-PA
FBpp0072761,18154,yellow-g2-PA
FBpp0072766,18155,CG13801-PA
FBpp0072767,18156,CG8993-PA
FBpp0072768,18157,CG9004-PA
FBpp0289085,18158,CG32298-PB
FBpp0072776,18159,CG32299-PA
FBpp0072777,18160,CG15877-PA
FBpp0072778,18161,mRpL23-PA
FBpp0072779,18162,CG1317-PB
FBpp0072780,18163,yellow-g-PA
FBpp0072781,18164,ecd-PA
FBpp0072782,18165,oxt-PB
FBpp0072784,18166,CG1275-PC
FBpp0072785,18167,CG1275-PA
FBpp0072786,18168,CG1275-PD
FBpp0072787,18169,CG9018-PB
FBpp0072788,18170,CG9018-PA
FBpp0072789,18171,CG15878-PA
FBpp0072790,18172,CG5707-PA
FBpp0300550,18173,CG5707-PB
FBpp0072791,18174,CG15820-PA
FBpp0072792,18175,CG5704-PA
FBpp0072793,18176,CG15879-PA
FBpp0290055,18177,CG15822-PD
FBpp0305643,18178,CG15822-PG
FBpp0072800,18179,CG1146-PA
FBpp0072804,18180,dos-PB
FBpp0072803,18181,dos-PA
FBpp0072805,18182,CG16984-PA
FBpp0072806,18183,CG16985-PA
FBpp0072807,18184,CG16986-PA
FBpp0072809,18185,MEP-1-PA
FBpp0072814,18186,CG1143-PA
FBpp0072815,18187,CG1246-PB
FBpp0271698,18188,CG33233-PC
FBpp0290260,18189,CG33233-PE
FBpp0288582,18190,CG33234-PD
FBpp0311264,18191,CG33234-PE
FBpp0072820,18192,Acp62F-PA
FBpp0310920,18193,Mrtf-PH
FBpp0297427,18194,Mrtf-PD
FBpp0072825,18195,ProRS-m-PA
FBpp0305638,18196,ProRS-m-PB
FBpp0072826,18197,CG14949-PA
FBpp0072828,18198,Pxn-PA
FBpp0072827,18199,Pxn-PB
FBpp0072829,18200,CG12182-PA
FBpp0304350,18201,CG12182-PB
FBpp0072830,18202,msn-PA
FBpp0089310,18203,msn-PB
FBpp0089312,18204,msn-PC
FBpp0305554,18205,msn-PF
FBpp0305555,18206,msn-PG
FBpp0305556,18207,msn-PH
FBpp0293155,18208,Spn-PB
FBpp0293157,18209,Spn-PD
FBpp0293158,18210,Spn-PE
FBpp0293159,18211,Spn-PF
FBpp0293160,18212,Spn-PG
FBpp0293162,18213,Spn-PI
FBpp0293163,18214,Spn-PJ
FBpp0311289,18215,Spn-PS
FBpp0311290,18216,Spn-PT
FBpp0072832,18217,CG32295-PA
